MAT,MAP,SOC,Soil_total_N,Wheat_type,N_rate,Animal_manure,Topdressing,Irrigation,DFA,EFFs,Straw_incorporation,Wheat_cultivar,Soil_tillage,Crop_cultivation,Yield,N_surplus
7.2 ,205 ,9.7 ,0.9 ,Winter,240,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.65 ,23 
7.2 ,205 ,9.7 ,0.9 ,Winter,300,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.21 ,95 
7.2 ,205 ,9.7 ,0.9 ,Winter,360,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.82 ,166 
7.2 ,205 ,9.7 ,0.9 ,Winter,94.5,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.43 ,-59 
7.2 ,205 ,9.7 ,0.9 ,Winter,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.05 ,8 
7.2 ,205 ,9.7 ,0.9 ,Winter,240,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.42 ,29 
7.2 ,205 ,9.7 ,0.9 ,Winter,300,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.08 ,99 
7.2 ,205 ,9.7 ,0.9 ,Winter,360,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.55 ,174 
14.2 ,642 ,10.0 ,1.6 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.09 ,31 
14.2 ,642 ,10.0 ,1.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.00 ,108 
14.2 ,642 ,10.0 ,1.6 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.67 ,14 
14.2 ,642 ,10.0 ,1.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.15 ,104 
14.2 ,642 ,10.0 ,1.6 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.43 ,21 
14.2 ,642 ,10.0 ,1.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.13 ,105 
13.5 ,599 ,13.2 ,1.0 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.10 ,-35 
13.5 ,599 ,13.2 ,1.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.46 ,-12 
13.5 ,599 ,13.2 ,1.0 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.79 ,39 
13.5 ,599 ,13.2 ,1.0 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.60 ,104 
13.5 ,599 ,13.2 ,1.0 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.36 ,-42 
13.5 ,599 ,13.2 ,1.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.64 ,-17 
13.5 ,599 ,13.2 ,1.0 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.96 ,35 
13.5 ,599 ,13.2 ,1.0 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.75 ,100 
13.5 ,599 ,13.2 ,1.0 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.46 ,-18 
13.5 ,599 ,13.2 ,1.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.50 ,14 
13.5 ,599 ,13.2 ,1.0 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.45 ,48 
13.5 ,599 ,13.2 ,1.0 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.59 ,104 
13.5 ,599 ,10.9 ,0.6 ,Winter,60,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.76 ,-59 
13.5 ,599 ,10.9 ,0.6 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.38 ,-46 
13.5 ,599 ,10.9 ,0.6 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.07 ,-34 
13.5 ,599 ,10.9 ,0.6 ,Winter,150,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.23 ,-9 
13.5 ,599 ,10.9 ,0.6 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.08 ,-2 
13.5 ,599 ,10.9 ,0.6 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.24 ,24 
13.5 ,599 ,10.9 ,0.6 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.86 ,64 
13.5 ,599 ,10.9 ,0.6 ,Winter,270,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.80 ,96 
13.5 ,599 ,10.9 ,0.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.61 ,131 
12.9 ,580 ,7.9 ,1.1 ,Winter,80,0,No,No,No,No,Yes,New,Traditional,Traditional,7.06 ,-59 
12.9 ,580 ,7.9 ,1.1 ,Winter,160,0,No,No,No,No,Yes,New,Traditional,Traditional,6.92 ,25 
12.9 ,580 ,7.9 ,1.1 ,Winter,240,0,No,No,No,No,Yes,New,Traditional,Traditional,7.35 ,93 
12.9 ,580 ,7.9 ,1.1 ,Winter,320,0,No,No,No,No,Yes,New,Traditional,Traditional,6.84 ,187 
12.9 ,580 ,7.9 ,1.1 ,Winter,80,0,No,No,No,No,Yes,New,Traditional,Traditional,5.66 ,-22 
12.9 ,580 ,7.9 ,1.1 ,Winter,160,0,No,No,No,No,Yes,New,Traditional,Traditional,5.84 ,53 
12.9 ,580 ,7.9 ,1.1 ,Winter,240,0,No,No,No,No,Yes,New,Traditional,Traditional,5.65 ,138 
12.9 ,580 ,7.9 ,1.1 ,Winter,320,0,No,No,No,No,Yes,New,Traditional,Traditional,5.62 ,219 
15.1 ,1159 ,7.2 ,1.4 ,Winter,21,63,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.29 ,-46 
15.1 ,1159 ,7.2 ,1.4 ,Winter,42,42,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.17 ,-55 
15.1 ,1159 ,7.2 ,1.4 ,Winter,63,21,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.48 ,-45 
15.1 ,1159 ,7.2 ,1.4 ,Winter,84,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.47 ,-76 
15.6 ,868 ,12.6 ,1.8 ,Winter,90,0,Yes,Yes,No,No,No,New,Traditional,Traditional,3.41 ,35 
15.6 ,868 ,12.6 ,1.8 ,Winter,90,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.01 ,19 
15.6 ,868 ,12.6 ,1.8 ,Winter,90,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.60 ,3 
15.6 ,868 ,12.6 ,1.8 ,Winter,90,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.07 ,17 
15.6 ,868 ,12.6 ,1.8 ,Winter,112.5,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.38 ,31 
15.6 ,868 ,12.6 ,1.8 ,Winter,112.5,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.32 ,33 
15.6 ,868 ,12.6 ,1.8 ,Winter,112.5,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.57 ,26 
15.6 ,868 ,12.6 ,1.8 ,Winter,112.5,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.06 ,13 
15.6 ,868 ,12.6 ,1.8 ,Winter,135,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.61 ,47 
15.6 ,868 ,12.6 ,1.8 ,Winter,135,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.76 ,43 
15.6 ,868 ,12.6 ,1.8 ,Winter,135,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.29 ,56 
15.6 ,868 ,12.6 ,1.8 ,Winter,135,0,Yes,Yes,No,No,No,New,Traditional,Traditional,3.83 ,69 
16.4 ,849 ,24.5 ,2.5 ,Winter,105,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.62 ,-13 
16.4 ,849 ,24.5 ,2.5 ,Winter,150,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.47 ,-6 
16.4 ,849 ,24.5 ,2.5 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.83 ,23 
16.4 ,849 ,28.1 ,2.6 ,Winter,105,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.25 ,11 
16.4 ,849 ,28.1 ,2.6 ,Winter,150,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.73 ,25 
16.4 ,849 ,28.1 ,2.6 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.49 ,44 
16.4 ,849 ,28.1 ,2.6 ,Winter,105,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.23 ,5 
16.4 ,849 ,28.1 ,2.6 ,Winter,150,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.55 ,40 
16.4 ,849 ,28.1 ,2.6 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.74 ,63 
15.8 ,938 ,17.3 ,2.2 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.87 ,-140 
15.4 ,953 ,17.3 ,2.2 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,10.25 ,-105 
15.4 ,953 ,17.3 ,2.2 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,10.74 ,-74 
15.4 ,953 ,17.3 ,2.2 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,10.53 ,-23 
15.8 ,938 ,17.3 ,2.2 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.99 ,-143 
15.4 ,953 ,17.3 ,2.2 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,11.32 ,-134 
15.4 ,953 ,17.3 ,2.2 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,11.53 ,-95 
15.4 ,953 ,17.3 ,2.2 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,11.56 ,-51 
15.7 ,938 ,19.5 ,2.0 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.53 ,-104 
15.3 ,953 ,19.5 ,2.0 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.21 ,-77 
15.3 ,953 ,19.5 ,2.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.49 ,-40 
15.3 ,953 ,19.5 ,2.0 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.52 ,4 
15.7 ,938 ,19.5 ,2.0 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.62 ,-133 
15.3 ,953 ,19.5 ,2.0 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,10.45 ,-111 
15.3 ,953 ,19.5 ,2.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,10.57 ,-69 
15.3 ,953 ,19.5 ,2.0 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,11.13 ,-39 
14.6 ,571 ,14.0 ,1.4 ,Winter,204,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.13 ,37 
14.6 ,571 ,14.0 ,1.4 ,Winter,204,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.29 ,33 
14.6 ,571 ,14.0 ,1.4 ,Winter,204,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,6.53 ,55 
14.6 ,571 ,14.0 ,1.4 ,Winter,204,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,6.22 ,64 
14.6 ,734 ,10.2 ,1.3 ,Winter,150,90,Yes,Yes,Yes,No,Yes,New,Optimized,Traditional,9.79 ,-3 
14.6 ,734 ,10.2 ,1.3 ,Winter,150,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,9.33 ,-80 
15.7 ,1043 ,8.4 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.68 ,33 
15.7 ,1043 ,8.4 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.26 ,41 
15.7 ,1043 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.78 ,71 
15.7 ,1043 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.48 ,99 
15.7 ,1043 ,8.4 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.13 ,46 
15.7 ,1043 ,8.4 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.61 ,63 
15.7 ,1043 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.87 ,68 
15.7 ,1043 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.45 ,107 
15.7 ,1043 ,9.6 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.61 ,11 
15.7 ,1043 ,9.6 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.39 ,-10 
15.7 ,1043 ,9.6 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.57 ,-15 
15.7 ,1043 ,9.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.76 ,66 
15.7 ,1043 ,9.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.42 ,49 
15.7 ,1043 ,9.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.83 ,37 
12.0 ,442 ,8.4 ,0.8 ,Winter,150,0,No,No,No,No,Yes,New,Traditional,Traditional,4.26 ,71 
12.0 ,442 ,8.4 ,0.8 ,Winter,91,0,No,No,No,No,Yes,New,Traditional,Traditional,5.42 ,-19 
12.0 ,442 ,8.4 ,0.8 ,Winter,72,39.4808,No,No,No,No,Yes,New,Traditional,Traditional,5.87 ,-11 
12.0 ,442 ,8.4 ,0.8 ,Winter,72,39.4808,No,No,No,No,Yes,New,Traditional,Traditional,6.06 ,-16 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.03 ,62 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.74 ,141 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.87 ,320 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.96 ,63 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.15 ,157 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.93 ,319 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.61 ,73 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.59 ,173 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.62 ,327 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.88 ,66 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.03 ,160 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.86 ,320 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.87 ,66 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.26 ,154 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.92 ,319 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.97 ,63 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,8.07 ,132 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.04 ,315 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.97 ,90 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.47 ,176 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.46 ,331 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.27 ,82 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.52 ,174 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.35 ,334 
13.5 ,587 ,9.9 ,1.1 ,Winter,215.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.43 ,78 
13.5 ,587 ,9.9 ,1.1 ,Winter,314.25,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.85 ,165 
13.5 ,587 ,9.9 ,1.1 ,Winter,469.5,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.48 ,331 
9.1 ,579 ,6.1 ,0.6 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,1.74 ,123 
9.1 ,579 ,6.1 ,0.6 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,2.79 ,95 
9.1 ,579 ,6.1 ,0.6 ,Winter,120,119.25,No,No,No,No,No,New,Traditional,Traditional,2.32 ,227 
9.1 ,579 ,6.1 ,0.6 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,1.80 ,122 
9.1 ,579 ,6.1 ,0.6 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,3.93 ,65 
9.1 ,579 ,6.1 ,0.6 ,Winter,120,119.25,No,No,No,No,No,New,Traditional,Traditional,5.85 ,133 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,4.81 ,42 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,5.37 ,27 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,No,New,Traditional,Traditional,5.11 ,154 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,No,New,Traditional,Traditional,5.37 ,147 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,Yes,New,Traditional,Traditional,5.02 ,36 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,Yes,New,Traditional,Traditional,5.31 ,28 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,Yes,New,Traditional,Traditional,5.51 ,143 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,Yes,New,Traditional,Traditional,6.14 ,126 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,6.14 ,6 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,6.47 ,-3 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,No,New,Traditional,Traditional,6.02 ,129 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,No,New,Traditional,Traditional,5.66 ,139 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,4.90 ,39 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,No,No,No,No,New,Traditional,Traditional,5.31 ,28 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,No,No,No,No,New,Traditional,Traditional,5.87 ,133 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,Yes,No,No,No,New,Traditional,Traditional,5.81 ,135 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,Yes,No,No,No,New,Traditional,Traditional,5.10 ,34 
13.0 ,550 ,8.0 ,0.9 ,Winter,120,0,No,Yes,No,No,No,New,Traditional,Traditional,6.01 ,10 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,Yes,No,No,No,New,Traditional,Traditional,5.03 ,156 
13.0 ,550 ,8.0 ,0.9 ,Winter,240,0,No,Yes,No,No,No,New,Traditional,Traditional,5.91 ,132 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,No,No,No,No,New,Traditional,Traditional,6.13 ,36 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.95 ,12 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.54 ,-5 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.62 ,-7 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.61 ,-7 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,No,No,No,No,New,Traditional,Traditional,6.59 ,22 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.13 ,7 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.57 ,-6 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.74 ,-10 
13.3 ,686 ,9.1 ,0.6 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.63 ,-7 
14.8 ,641 ,6.7 ,0.9 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.18 ,-18 
14.8 ,641 ,6.7 ,0.9 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.19 ,43 
14.8 ,641 ,6.7 ,0.9 ,Winter,70,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.07 ,-123 
14.8 ,641 ,6.7 ,0.9 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.59 ,-30 
14.8 ,641 ,6.7 ,0.9 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.01 ,48 
14.8 ,641 ,6.7 ,0.9 ,Winter,70,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.54 ,-80 
14.8 ,641 ,6.7 ,0.9 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.80 ,-7 
14.8 ,641 ,6.7 ,0.9 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.96 ,79 
14.8 ,641 ,6.7 ,0.9 ,Winter,70,0,Yes,Yes,No,No,No,New,Traditional,Traditional,8.24 ,-128 
13.8 ,512 ,7.7 ,1.0 ,Winter,210,45,Yes,Yes,No,No,No,New,Traditional,Traditional,6.85 ,128 
13.8 ,512 ,7.7 ,1.0 ,Winter,210,45,Yes,Yes,No,No,No,New,Traditional,Traditional,7.53 ,120 
13.8 ,512 ,7.7 ,1.0 ,Winter,210,45,Yes,Yes,No,No,No,New,Traditional,Traditional,7.35 ,121 
13.8 ,512 ,7.7 ,1.0 ,Winter,210,45,Yes,Yes,No,No,No,New,Traditional,Traditional,6.49 ,133 
12.8 ,583 ,10.4 ,1.2 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.65 ,22 
12.8 ,583 ,10.5 ,1.2 ,Winter,210,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.28 ,4 
12.8 ,583 ,10.1 ,1.1 ,Winter,157.5,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.51 ,-26 
12.8 ,583 ,10.0 ,1.1 ,Winter,105,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.23 ,-71 
12.8 ,583 ,9.3 ,1.1 ,Winter,52.5,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.57 ,-105 
12.8 ,583 ,10.3 ,1.1 ,Winter,210,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.74 ,19 
12.8 ,583 ,10.3 ,1.1 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,7.53 ,26 
12.8 ,583 ,9.6 ,1.1 ,Winter,157.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.16 ,-16 
12.8 ,583 ,9.0 ,1.1 ,Winter,105,0,Yes,Yes,No,No,No,New,Optimized,Traditional,6.71 ,-56 
12.8 ,583 ,9.0 ,1.1 ,Winter,52.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,4.57 ,-47 
12.8 ,583 ,10.5 ,1.1 ,Winter,210,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.93 ,14 
12.8 ,583 ,10.5 ,1.1 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,7.98 ,13 
12.8 ,583 ,10.5 ,1.1 ,Winter,157.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.41 ,-23 
12.8 ,583 ,10.0 ,1.0 ,Winter,105,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.06 ,-66 
12.8 ,583 ,10.0 ,1.0 ,Winter,52.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,6.57 ,-104 
12.8 ,583 ,10.5 ,1.2 ,Winter,210,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.70 ,21 
12.8 ,583 ,10.5 ,1.1 ,Winter,210,0,Yes,Yes,Yes,No,Yes,New,Optimized,Traditional,8.03 ,11 
12.8 ,583 ,10.4 ,1.1 ,Winter,157.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.69 ,-31 
12.8 ,583 ,10.0 ,1.1 ,Winter,105,0,Yes,Yes,No,No,No,New,Optimized,Traditional,6.47 ,-49 
12.8 ,583 ,9.3 ,1.1 ,Winter,52.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,6.21 ,-94 
12.8 ,583 ,7.6 ,0.9 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.65 ,22 
12.8 ,583 ,7.6 ,0.9 ,Winter,157.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.51 ,-26 
12.8 ,583 ,7.6 ,0.9 ,Winter,105,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.23 ,-71 
12.8 ,583 ,7.6 ,0.9 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,7.22 ,34 
12.8 ,583 ,7.6 ,0.9 ,Winter,157.5,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,7.16 ,-16 
